"eviction_id","address","city","state","zip","file_date","non_payment","breach","nuisance","illegal_use","failure_to_sign_renewal","access_denial","unapproved_subtenant","owner_move_in","demolition","capital_improvement","substantial_rehab","ellis_act_withdrawal","condo_conversion","roommate_same_unit","other_cause","late_payments","lead_remediation","development","good_samaritan_ends","constraints_date","supervisor_district","neighborhood","client_location","shape",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_fyvs_ahh9",":@computed_region_p5aj_wyqh",":@computed_region_rxqg_mtj9",":@computed_region_yftq_j783",":@computed_region_bh8s_q3mv",":@computed_region_9jxd_iqea",":@computed_region_6ezc_tdp2",":@computed_region_6pnf_4xz7",":@computed_region_h4ep_8xdi",":@computed_region_pigm_ib2e",":@computed_region_jwn9_ihcz"
"M211830","1600 Block Of Fell  Street","San Francisco","CA","94117","2021-12-02T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"5","Lone Mountain/USF","
,  
(37.77310373903684, -122.44505927564605)","POINT (-122.44506 37.773106)","24","7","11","18","16","5","11","15","29492",,,"1",,,"24"
"M221100","0 Block Of 08th  Street","San Francisco","CA","94103","2022-07-21T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77848015625689, -122.41444229879431)","POINT (-122.414444 37.77848)","32","5","10","34","34","2","9","8","28853","7","1","2","1","3","32"
"M150368","3900 Block Of Quintara  Street","San Francisco","CA","94116","2015-03-11T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2018-03-10T00:00:00.000","4","Sunset/Parkside","
,  
(37.74726040494004, -122.50742705621724)","POINT (-122.50742 37.74726)","39","10","7","35","35","8","3","1","29491",,,"1",,,"39"
"M163321","3200 Block Of Laguna  Street","San Francisco","CA","94123","2016-10-19T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"2","Marina","
,  
(37.800726623898505, -122.43116719124261)","POINT (-122.43117 37.800728)","17","4","6","13","17","9","1","13","57",,,"1",,,"17"
"M170403","0 Block Of Baltimore  Way","San Francisco","CA","94112","2017-02-27T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.709903917996265, -122.43097949066527)","POINT (-122.43098 37.709904)","58","9","1","7","5","7","6","9","28861",,,"2",,,"58"
"M120242","800 Block Of Corbett  Avenue","San Francisco","CA","94131","2012-02-23T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Twin Peaks","
,  
(37.75336935274297, -122.44336042212372)","POINT (-122.44336 37.75337)","51","7","5","38","38","5","5","2","63",,,"1",,,"51"
"M110953","500 Block Of Cayuga  Avenue","San Francisco","CA","94112","2011-09-19T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2014-09-19T00:00:00.000","11","Outer Mission","
,  
(37.728985402323005, -122.43547270133445)","POINT (-122.43547 37.728985)","94","9","1","28","25","7","6","9","28861",,,"1",,,"94"
"M180712","500 Block Of 35th  Avenue","San Francisco","CA","94121","2018-03-13T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false",,"1","Outer Richmond","
,  
(37.778633989832606, -122.49537547591584)","POINT (-122.49538 37.778633)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M172129","100 Block Of Tiffany  Avenue","San Francisco","CA","94110","2017-08-18T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"9","Bernal Heights","
,  
(37.74523575342888, -122.4211672086856)","POINT (-122.421165 37.745235)","83","9","2","2","2","7","7","2","28859",,,"1",,,"83"
"M151656","100 Block Of Alhambra  Street","San Francisco","CA","94123","2015-06-22T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2018-06-18T00:00:00.000","2","Marina","
,  
(37.80198837832913, -122.4387952887303)","POINT (-122.4388 37.801987)","17","4","6","13","17","9","1","13","57",,,"1",,,"17"
"M161978","800 Block Of 36th  Avenue","San Francisco","CA","94121","2016-06-13T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.77296479576785, -122.49604368632014)","POINT (-122.49604 37.772964)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M200499","3200 Block Of Folsom  Street","San Francisco","CA","94110","2020-03-16T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false",,"9","Bernal Heights","
,  
(37.74595739311563, -122.41345419781014)","POINT (-122.41345 37.745956)","83","9","2","2","2","7","7","2","28859",,,"1",,,"83"
"M162972","1600 Block Of Geneva  Avenue","San Francisco","CA","94134","2016-09-21T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.71162947315909, -122.42793165539963)","POINT (-122.42793 37.711628)","58","9","1","7","5","7","6","9","28861",,,"2",,,"58"
"M191409","600 Block Of Polk  Street","San Francisco","CA","94102","2019-06-21T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.78263533429204, -122.41908748928299)","POINT (-122.41909 37.782635)","20","4","10","36","36","9","9","7","28852",,"1","2","1",,"20"
"M161620","1500 Block Of Van Dyke  Avenue","San Francisco","CA","94124","2016-05-12T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Bayview Hunters Point","
,  
(37.7286294225046, -122.39148126233434)","POINT (-122.39148 37.72863)","86","2","9","1","1","3","8","10","58",,,"2",,,"86"
"M152215","200 Block Of Dolores  Street","San Francisco","CA","94103","2015-08-24T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Castro/Upper Market","
,  
(37.76521095351148, -122.42652263038003)","POINT (-122.42652 37.76521)","37","3","5","5","3","4","5","8","28862",,,"1",,,"37"
"M131890","2300 Block Of 25th  Avenue","San Francisco","CA","94116","2013-09-23T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.743700732634046, -122.48218614181111)","POINT (-122.482185 37.743702)","40","10","7","35","35","8","3","1","29491",,,"1",,"24","40"
"M141003","1900 Block Of 47th  Avenue","San Francisco","CA","94116","2014-05-21T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2017-05-19T00:00:00.000","4","Sunset/Parkside","
,  
(37.750119640269666, -122.50628312815961)","POINT (-122.50629 37.75012)","39","10","7","35","35","8","3","1","29491",,,"1",,,"39"
"M130014","600 Block Of Hayes  Street","San Francisco","CA","94102","2013-01-28T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016-01-25T00:00:00.000","5","Hayes Valley","
,  
(37.77635898972774, -122.42708853160732)","POINT (-122.427086 37.77636)","22","4","11","9","10","9","11","7","28852",,,"1",,,"22"
"M210065","1400 Block Of Newcomb  Avenue","San Francisco","CA","94124","2021-01-19T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Bayview Hunters Point","
,  
(37.73363697553819, -122.3869775807631)","POINT (-122.38698 37.73364)","86","2","9","1","1","3","8","10","58",,,"2",,,"86"
"M120814","7800 Block Of Geary  Boulevard","San Francisco","CA","94121","2012-05-24T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.77917822801612, -122.50347609615257)","POINT (-122.50348 37.77918)","6","8","4","29","26","6","2","11","55",,,"1",,,"6"
"M153023","2200 Block Of Beach  Street","San Francisco","CA","94123","2015-11-02T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"2","Marina","
,  
(37.80338834566819, -122.44609024893904)","POINT (-122.44609 37.803387)","17","4","6","13","17","9","1","13","57",,,"1",,,"17"
"M220084","100 Block Of Graystone  Terrace","San Francisco","CA","94114","2022-01-14T00:00:00.000","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Castro/Upper Market","
,  
(37.75764851461937, -122.44660143694466)","POINT (-122.4466 37.75765)","47","7","5","5","3","5","5","2","28862",,,"1",,,"47"
"M122174","2000 Block Of 29th  Avenue","San Francisco","CA","94118","2012-11-14T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside",,"POINT (-122.48687 37.74911)",,,,,,,,,,,,,,,"39"
"M210151","1700 Block Of 20th  Street","San Francisco","CA","94107","2021-01-29T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Potrero Hill","
,  
(37.75987973786232, -122.39869858916181)","POINT (-122.3987 37.75988)","54","2","9","26","29","3","8","10","28856",,,"1",,,"54"
"M120135","2800 Block Of Greenwich  Street","San Francisco","CA","94123","2012-02-02T00:00:00.000","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"2","Marina","
,  
(37.797602378180855, -122.4464718690179)","POINT (-122.44647 37.797604)","14","4","6","13","17","9","1","13","57",,,"1",,,"14"
"M120757","1100 Block Of Castro  Street","San Francisco","CA","94114","2012-06-21T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2015-06-20T00:00:00.000","8","Noe Valley","
,  
(37.75249169583008, -122.43420127022607)","POINT (-122.434204 37.75249)","84","3","5","22","22","4","5","2","28862",,,"1",,,"84"
"M121324","1100 Block Of Market  Street","San Francisco","CA","94103","2012-08-16T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"6","South of Market","
,  
(37.77956997369328, -122.41359142040496)","POINT (-122.41359 37.77957)","32","5","10","34","34","2","9","8","28853","7","1","2","1","3","32"
"M142812","200 Block Of 25th  Avenue","San Francisco","CA","94121","2014-12-19T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.78481412166976, -122.48507943933437)","POINT (-122.48508 37.784813)","2","8","4","29","26","6","2","11","55",,,"2",,,"2"
"M191098","300 Block Of Arballo  Drive","San Francisco","CA","94132","2019-05-20T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.72082977509336, -122.48299734208052)","POINT (-122.482994 37.72083)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M171012","2300 Block Of 21st  Avenue","San Francisco","CA","94116","2017-04-14T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.74388898696929, -122.4779015295731)","POINT (-122.477905 37.74389)","40","10","7","35","35","8","3","1","29491",,,"1",,"24","40"
"M131363","3900 Block Of 18th  Street","San Francisco","CA","94114","2013-08-21T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016-08-15T00:00:00.000","8","Castro/Upper Market","
,  
(37.7610883997871, -122.4316835378216)","POINT (-122.43169 37.76109)","38","3","5","5","3","4","5","15","28862",,,"1",,"1","38"
"M131092","900 Block Of Lake  Street","San Francisco","CA","94118","2013-06-11T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false",,"1","Inner Richmond","
,  
(37.78645986739782, -122.4695092205869)","POINT (-122.46951 37.78646)","4","8","4","11","11","6","2","11","54",,,"1",,,"4"
"M132019","300 Block Of London  Street","San Francisco","CA","94112","2013-10-10T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.723540054247636, -122.43462094717601)","POINT (-122.43462 37.72354)","90","9","1","7","5","7","6","9","28861",,,"2",,"4","90"
"M181962","900 Block Of Leavenworth  Street","San Francisco","CA","94109","2018-06-29T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.789787073188464, -122.4154655042393)","POINT (-122.41547 37.789787)","50","6","3","21","21","1","10","13","28858",,,"1",,,"50"
"M170371","2300 Block Of 28th  Avenue","San Francisco","CA","94116","2017-02-21T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.743559383665335, -122.48540084046188)","POINT (-122.4854 37.74356)","40","10","7","35","35","8","3","1","29491",,,"1",,"24","40"
"M211327","2200 Block Of Mission  Street","San Francisco","CA","94110","2021-09-16T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.761035605783206, -122.41928265537494)","POINT (-122.41928 37.761036)","53","3","2","20","19","4","7","2","28859",,,"2",,"15","53"
"M190542","100 Block Of San Jose  Avenue","San Francisco","CA","94110","2019-03-14T00:00:00.000","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.752451501755736, -122.42157466627917)","POINT (-122.42158 37.752453)","53","3","5","20","19","4","5","2","28859",,,"1",,,"52"
"M120592","1500 Block Of Kirkwood  Avenue","San Francisco","CA","94124","2012-04-25T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Bayview Hunters Point","
,  
(37.73753088926744, -122.3888390994711)","POINT (-122.38884 37.73753)","86","2","9","1","1","3","8","10","58",,,"2",,,"86"
"M161013","100 Block Of Farallones  Street","San Francisco","CA","94112","2016-03-23T00:00:00.000","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Oceanview/Merced/Ingleside","
,  
(37.714066041144434, -122.45754840473806)","POINT (-122.45755 37.714066)","81","10","1","24","24","8","6","9","28861",,,"2",,"8","81"
"M153087","1300 Block Of La Playa  Street","San Francisco","CA","94122","2015-11-09T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.76121262233487, -122.50920514888286)","POINT (-122.50921 37.76121)","39","10","7","35","35","8","3","1","56",,,"1",,,"39"
"M151074","900 Block Of Bush  Street","San Francisco","CA","94109","2015-05-01T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false",,"3","Nob Hill",,"POINT (-122.41292 37.78964)",,,,,,,,,,,,,,,"50"
"M151188","1000 Block Of Kansas  Street","San Francisco","CA","94107","2015-05-13T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"10","Potrero Hill","
,  
(37.75643103136595, -122.40274175022437)","POINT (-122.40274 37.75643)","54","2","9","26","29","3","8","10","28856",,,"2",,,"54"
"M141651","1300 Block Of Golden Gate  Avenue","San Francisco","CA","94115","2014-07-23T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Western Addition","
,  
(37.77945936889728, -122.43277387180365)","POINT (-122.43278 37.77946)","97","4","11","39","41","9","11","15","29490",,,"2",,,"97"
"M141007","500 Block Of Mississippi  Street","San Francisco","CA","94107","2014-05-23T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2017-05-21T00:00:00.000","10","Potrero Hill","
,  
(37.75886694204529, -122.39422976808004)","POINT (-122.394226 37.758865)","54","2","9","26","29","3","8","10","28856",,,"2",,,"54"
"M190620","400 Block Of Arballo  Drive","San Francisco","CA","94132","2019-03-22T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71945121529774, -122.48308156626256)","POINT (-122.48308 37.71945)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M171789","300 Block Of Edna  Street","San Francisco","CA","94112","2017-07-13T00:00:00.000","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","West of Twin Peaks","
,  
(37.72948782173703, -122.4465664561851)","POINT (-122.44656 37.72949)","95","9","8","41","40","7","4","9","28861",,,"1",,,"95"
"M122048","2700 Block Of 21st  Street","San Francisco","CA","94110","2012-11-05T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.7576230393699, -122.40911980490581)","POINT (-122.40912 37.75762)","53","3","2","20","19","4","7","2","28859",,,"2",,,"53"
"M193119","1300 Block Of Utah  Street","San Francisco","CA","94110","2019-12-02T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Mission","
,  
(37.752425390791785, -122.40526940308585)","POINT (-122.405266 37.752426)","54","3","9","20","19","4","8","10","28859",,,"1",,"10","54"
"M142465","0 Block Of Farallones  Street","San Francisco","CA","94112","2014-11-19T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2017-11-17T00:00:00.000","11","Oceanview/Merced/Ingleside","
,  
(37.71409027802072, -122.45411775406177)","POINT (-122.45412 37.71409)","81","10","1","24","24","8","6","9","28861",,,"2",,,"81"
"M180218","200 Block Of 11th  Avenue","San Francisco","CA","94122","2018-01-26T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"1","Inner Richmond",,"POINT (-122.46985 37.78364)",,,,,,,,,,,,,,,"5"
"M180152","900 Block Of Stanyan  Street","San Francisco","CA","94117","2018-01-22T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Inner Sunset","
,  
(37.765908464355796, -122.45285272634942)","POINT (-122.45285 37.765907)","29","7","11","14","12","5","11","15","29492",,,"1",,,"29"
"M200272","800 Block Of 32nd  Avenue","San Francisco","CA","94121","2020-02-12T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2025-04-03T00:00:00.000","1","Outer Richmond","
,  
(37.77316072368271, -122.49175589769882)","POINT (-122.49175 37.77316)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M171914","500 Block Of Bella Vista  Way","San Francisco","CA","94127","2017-08-10T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2022-10-08T00:00:00.000","7","West of Twin Peaks","
,  
(37.734839406417635, -122.45127007886288)","POINT (-122.45127 37.73484)","72","9","8","41","40","7","4","9","59",,,"1",,,"72"
"M131550","400 Block Of Argonaut  Avenue","San Francisco","CA","94134","2013-08-06T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Visitacion Valley","
,  
(37.70936182852485, -122.41488535626067)","POINT (-122.41489 37.709362)","75","9","9","40","39","7","8","9","309",,,"2",,"16","75"
"M220710","800 Block Of Ofarrell  Street","San Francisco","CA","94109","2022-05-05T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.785063739731555, -122.41872463435661)","POINT (-122.418724 37.785065)","20","5","10","36","36","9","9","7","28858",,"1","2","1",,"20"
"M162597","0 Block Of Valparaiso  Street","San Francisco","CA","94133","2016-08-11T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Russian Hill","
,  
(37.80132752707564, -122.41357613876187)","POINT (-122.413574 37.801327)","107","6","3","32","32","1","10","3","308",,,"1",,,"107"
"M210143","300 Block Of Ellis  Street","San Francisco","CA","94102","2021-01-27T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.78497042324131, -122.41196096605621)","POINT (-122.411964 37.78497)","20","5","10","36","36","10","9","14","28852","6","1","2","1","18","20"
"M200386","0 Block Of 09th  Street","San Francisco","CA","94103","2020-03-02T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77710577426984, -122.41580613392566)","POINT (-122.41581 37.777107)","32","5","10","34","34","2","9","8","28853","7","1","2","1",,"32"
"M171632","1000 Block Of Chestnut  Street","San Francisco","CA","94109","2017-06-23T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Russian Hill","
,  
(37.80281087896871, -122.42063882404088)","POINT (-122.42064 37.80281)","107","6","6","32","32","1","1","5","28858",,,"1",,,"107"
"M200519","200 Block Of Howth  Street","San Francisco","CA","94112","2020-04-08T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false",,"11","Oceanview/Merced/Ingleside","
,  
(37.720249133218516, -122.45128655960026)","POINT (-122.45129 37.72025)","81","10","1","24","24","8","6","9","28861",,,"2",,,"81"
"M200607","400 Block Of Madrid  Street","San Francisco","CA","94112","2020-03-09T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.722393007316015, -122.43221956220114)","POINT (-122.43222 37.722393)","90","9","1","7","5","7","6","9","28861",,,"2",,,"90"
"M130431","500 Block Of 03rd  Street","San Francisco","CA","94107","2013-03-11T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.780527477464254, -122.39484820822115)","POINT (-122.39485 37.78053)","31","1","10","34","34","2","9","6","28856",,,"2",,,"31"
"M190346","100 Block Of Loehr  Street","San Francisco","CA","94134","2019-02-21T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Visitacion Valley","
,  
(37.71260558993472, -122.41360804633524)","POINT (-122.413605 37.712605)","75","9","9","40","39","7","8","9","309",,,"2",,,"75"
"M150813","600 Block Of Clay  Street","San Francisco","CA","94111","2015-04-13T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.794559645445105, -122.40396788621692)","POINT (-122.40397 37.79456)","104","6","3","6","4","1","10","3","28860",,,"2",,,"104"
"M162502","300 Block Of Fulton  Street","San Francisco","CA","94102","2016-08-04T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.77885211982295, -122.42253166723398)","POINT (-122.42253 37.77885)","21","4","11","9","10","9","11","7","28852",,,"1",,,"21"
"M131808","1300 Block Of 08th  Avenue","San Francisco","CA","94122","2013-09-10T00:00:00.000","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Inner Sunset","
,  
(37.76315278662584, -122.46517987281973)","POINT (-122.46518 37.763153)","109","10","11","14","12","8","11","1","56",,,"1",,,"109"
"M142015","1200 Block Of Vallejo  Street","San Francisco","CA","94109","2014-09-09T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Russian Hill","
,  
(37.7974376262462, -122.41785088225433)","POINT (-122.417854 37.797436)","107","6","3","32","32","1","10","5","28858",,,"1",,,"107"
"M111830","0 Block Of San Gabriel  Avenue","San Francisco","CA","94112","2011-11-07T00:00:00.000","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"11","Outer Mission","
,  
(37.72883733636391, -122.43840009198259)","POINT (-122.4384 37.728836)","94","9","1","28","25","7","6","9","28861",,,"1",,,"94"
"M160536","1100 Block Of Mission  Street","San Francisco","CA","94103","2016-02-08T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77775137475284, -122.41278551996157)","POINT (-122.41279 37.777752)","32","1","10","34","34","2","9","8","28853","7","1","2","1","6","32"
"M160860","600 Block Of Powell  Street","San Francisco","CA","94108","2016-03-08T00:00:00.000","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.7904861893062, -122.40885294523103)","POINT (-122.40885 37.790485)","16","6","3","21","21","1","10","5","28857",,,"1",,,"16"
"M211729","1400 Block Of Steiner  Street","San Francisco","CA","94115","2021-11-18T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Western Addition","
,  
(37.782616963616896, -122.4342560856653)","POINT (-122.43426 37.782616)","97","4","11","39","41","9","11","15","29490",,,"2",,,"97"
"M141305","700 Block Of Arguello  Boulevard","San Francisco","CA","94118","2014-06-13T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2017-06-12T00:00:00.000","1","Lone Mountain/USF","
,  
(37.77672216108315, -122.45854263273878)","POINT (-122.45854 37.776722)","5","8","4","18","16","6","2","11","54",,,"1",,,"12"
"M212001","0 Block Of Tucker  Avenue","San Francisco","CA","94134","2021-12-27T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2027-06-03T00:00:00.000","10","Visitacion Valley","
,  
(37.71548267150844, -122.40453071487948)","POINT (-122.40453 37.71548)","75","9","9","40","39","7","8","9","309",,,"2",,,"75"
"M201758","1200 Block Of 45th  Avenue","San Francisco","CA","94122","2020-12-11T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.76327343952831, -122.50505389064227)","POINT (-122.50505 37.763275)","39","10","7","35","35","8","3","1","56",,,"1",,,"39"
"M220802","500 Block Of Folsom  Street","San Francisco","CA","94105","2022-05-19T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","Financial District/South Beach","
,  
(37.786988279793036, -122.39487378689414)","POINT (-122.394875 37.786987)","32","1","10","8","6","2","9","6","28855","3",,"1",,,"30"
"M141729","2700 Block Of 40th  Avenue","San Francisco","CA","94116","2014-08-07T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.73554072348017, -122.49773357145894)","POINT (-122.497734 37.735542)","40","10","7","35","35","8","3","1","29491",,,"1",,,"40"
"M162025","1100 Block Of Jackson  Street","San Francisco","CA","94133","2016-06-14T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2021-06-13T00:00:00.000","3","Nob Hill","
,  
(37.795092988677474, -122.41400670345843)","POINT (-122.41401 37.795094)","16","6","3","21","21","1","10","5","28857",,,"1",,,"16"
"M200295","700 Block Of Kearny  Street","San Francisco","CA","94108","2020-02-20T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.79465626818908, -122.40483604232215)","POINT (-122.40484 37.794655)","104","6","3","6","4","1","10","3","28857",,,"2",,"5","104"
"M181251","500 Block Of Haight  Street","San Francisco","CA","94117","2018-04-23T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.77200276459823, -122.43126311145723)","POINT (-122.43127 37.772003)","26","4","11","9","10","9","11","15","29492",,,"1",,,"26"
"M172431","500 Block Of Campbell  Avenue","San Francisco","CA","94134","2017-09-27T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false",,"10","Visitacion Valley","
,  
(37.71553988077617, -122.40724992120943)","POINT (-122.40725 37.715538)","75","9","9","40","39","7","8","9","309",,,"2",,,"75"
